person_id,x,y,cluster
Grp20220712.15.1,19.432590,2.715356,-1
Grp20220712.15.1,19.516354,2.676845,-1
Grp20220712.15.1,19.562475,2.645912,-1
Grp20220712.15.1,19.626057,2.594668,-1
Grp20220712.15.1,19.678976,2.545786,-1
Grp20220712.15.1,19.727633,2.506905,-1
Grp20220712.15.1,19.728970,2.499377,-1
Grp20220712.15.1,19.749866,2.512469,-1
Grp20220712.15.1,19.793545,2.485241,-1
Grp20220712.15.1,19.819298,2.454447,-1
Grp20220712.15.1,19.822159,2.458084,-1
Grp20220712.15.1,19.827021,2.457070,-1
Grp20220712.15.1,19.863527,2.402321,-1
Grp20220712.15.1,19.906799,2.365933,-1
Grp20220712.15.1,19.938644,2.338356,-1
Grp20220712.15.1,19.964355,2.297972,-1
Grp20220712.15.1,19.982868,2.265138,-1
Grp20220712.15.1,19.936878,2.253856,-1
Grp20220712.15.1,19.889917,2.248832,-1
Grp20220712.15.1,19.858486,2.250215,-1
Grp20220712.15.1,19.816460,2.226375,-1
Grp20220712.15.1,19.779844,2.217486,-1
Grp20220712.15.1,19.742279,2.193244,-1
Grp20220712.15.1,19.659540,2.235940,-1
Grp20220712.15.1,19.596872,2.264310,-1
Grp20220712.15.1,19.615900,2.258205,-1
Grp20220712.15.1,19.706451,2.203882,-1
Grp20220712.15.1,19.781208,2.159810,-1
Grp20220712.15.1,19.855024,2.115120,-1
Grp20220712.15.1,19.884005,2.126639,-1
Grp20220712.15.1,19.972103,2.086199,-1
Grp20220712.15.1,20.018969,2.100431,-1
Grp20220712.15.1,20.003233,2.157153,-1
Grp20220712.15.1,20.037142,2.163777,-1
Grp20220712.15.1,20.068933,2.158732,-1
Grp20220712.15.1,20.032726,2.136312,-1
Grp20220712.15.1,19.995169,2.124204,-1
Grp20220712.15.1,19.975061,2.135590,-1
Grp20220712.15.1,19.969797,2.194817,-1
Grp20220712.15.1,20.021196,2.160411,-1
Grp20220712.15.1,20.073975,2.105545,-1
Grp20220712.15.1,20.098684,2.082595,-1
Grp20220712.15.1,20.133993,2.065804,-1
Grp20220712.15.1,20.106253,2.143266,-1
Grp20220712.15.1,20.133303,2.097984,-1
Grp20220712.15.1,20.154825,2.061107,-1
Grp20220712.15.1,20.130203,2.100892,-1
Grp20220712.15.1,20.170622,2.053390,-1
Grp20220712.15.1,20.162380,2.107193,-1
Grp20220712.15.1,20.201883,2.062674,-1
Grp20220712.15.1,20.182499,2.088519,-1
Grp20220712.15.1,20.160446,2.112242,-1
Grp20220712.15.1,20.141346,2.133452,-1
Grp20220712.15.1,20.169336,2.113643,-1
Grp20220712.15.1,20.208157,2.096292,-1
Grp20220712.15.1,20.252560,2.085147,-1
Grp20220712.15.1,20.255131,2.085033,-1
Grp20220712.15.1,20.248394,2.059901,-1
Grp20220712.15.1,20.242567,2.033834,-1
Grp20220712.15.1,20.247177,2.028454,-1
Grp20220712.15.1,20.250799,2.020319,-1
Grp20220712.15.1,20.279165,2.002418,-1
Grp20220712.15.1,20.257143,2.013833,-1
Grp20220712.15.1,20.233799,2.015552,-1
Grp20220712.15.1,20.217445,2.015902,-1
Grp20220712.15.1,20.199274,2.015103,-1
Grp20220712.15.1,20.180672,2.015692,-1
Grp20220712.15.1,20.165813,2.007116,-1
Grp20220712.15.1,20.155403,2.005390,-1
Grp20220712.15.1,20.130186,1.983105,-1
Grp20220712.15.1,20.096569,1.975233,-1
Grp20220712.15.1,20.079214,1.965916,-1
Grp20220712.15.1,20.086964,1.952965,-1
Grp20220712.15.1,20.078491,1.952302,-1
Grp20220712.15.1,20.043900,1.964624,-1
